,Question,Answer
77,How do I access my file system from outside my VPC?,"Amazon EC2 instances within your VPC can access your file system directly, and Amazon EC2 Classic instances outside your VPC can mount a file system via 
ClassicLink
. On-premises servers can mount your file systems via an 
AWS Direct Connect
 connection to your VPC."
78,How many Amazon EC2 instances can connect to a file system?,Amazon EFS supports one to thousands of Amazon EC2 instances connecting to a file system concurrently.
79,Where can I learn more about EFS?,You can visit the
80,Amazon EFS FAQ page,0
81,What is the minimum time interval granularity for the data that Amazon CloudWatch receives and aggregates?,Metrics are received and aggregated at 1 minute intervals.
82,Which operating systems does Amazon CloudWatch support?,Amazon CloudWatch receives and provides metrics for all Amazon EC2 instances and should work with any operating system currently supported by the Amazon EC2 service.
83,Will I lose the metrics data if I disable monitoring for an Amazon EC2 instance?,"You can retrieve metrics data for any Amazon EC2 instance up to 2 weeks from the time you started to monitor it. After 2 weeks, metrics data for an Amazon EC2 instance will not be available if monitoring was disabled for that Amazon EC2 instance. If you want to archive metrics beyond 2 weeks you can do so by calling mon-get-stats command from the command line and storing the results in Amazon S3 or Amazon SimpleDB."
84,Can I access the metrics data for a terminated Amazon EC2 instance or a deleted Elastic Load Balancer?,Yes. Amazon CloudWatch stores metrics for terminated Amazon EC2 instances or deleted Elastic Load Balancers for 2 weeks.
85,Does the Amazon CloudWatch monitoring charge change depending on which type of Amazon EC2 instance I monitor?,"No, the Amazon CloudWatch monitoring charge does not vary by Amazon EC2 instance type."
86,Why does the graphing of the same time window look different when I view in 5 minute and 1 minute periods?,"If you view the same time window in a 5 minute period versus a 1 minute period, you may see that data points are displayed in different places on the graph. For the period you specify in your graph, Amazon CloudWatch will find all the available data points and calculates a single, aggregate point to represent the entire period. In the case of a 5 minute period, the single data point is placed at the beginning of the 5 minute time window. In the case of a 1 minute period, the single data point is placed at the 1 minute mark. We recommend using a 1 minute period for troubleshooting and other activities that require the most precise graphing of time periods."
87,Can I automatically scale my Amazon EC2 fleets?,"Yes. 
Amazon EC2 Auto Scaling
 is a fully managed service designed to launch or terminate Amazon EC2 instances automatically to help ensure you have the correct number of Amazon EC2 instances available to handle the load for your application. EC2 Auto Scaling helps you maintain application availability through fleet management for EC2 instances, which detects and replaces unhealthy instances, and by scaling your Amazon EC2 capacity up or down automatically according to conditions you define. You can use EC2 Auto Scaling to automatically increase the number of Amazon EC2 instances during demand spikes to maintain performance and decrease capacity during lulls to reduce costs. For more information see the"
